label,noise_type,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13
15C_15C,C,-722.50006,-18.146986,14.978157,18.019974,-3.3414657,8.494276,7.808786,6.2487144,-3.8672874,11.894096,2.4317706,-3.8665152,11.897155
15C_15C,C,-721.221,-17.324392,14.083712,17.017845,-3.3812263,8.203581,7.543069,6.840492,-2.8679283,11.65592,2.558453,-2.333152,13.71115
15C_15C,C,-721.7117,-16.932457,13.883523,17.08083,-3.6313171,6.1138353,6.020395,6.2454925,-2.5351143,12.622662,3.227674,-2.1022072,13.274092
15C_15C,C,-722.5579,-17.652912,14.197489,17.42346,-3.188236,7.0457077,7.422554,6.921731,-2.4879377,12.5131035,2.2801867,-2.6874356,14.175861
15C_15C,C,-722.59125,-18.790075,13.454188,17.001286,-1.5540717,9.328511,8.701372,7.426436,-2.1813788,12.693434,1.8524143,-4.317816,12.087816
15C_15C,C,-722.064,-18.643719,13.781587,17.63366,-2.346898,7.288701,6.6751313,7.079924,-2.1830316,13.18817,2.9868882,-2.564983,13.600924
15C_15C,C,-731.488,-12.550857,21.506607,6.4189906,0.6566704,13.498651,-2.1885192,9.209172,2.1541393,4.6231585,5.9580507,1.6194036,4.719669
15C_15C,C,-729.6663,-11.738648,22.00303,6.4219594,0.15104611,13.810279,-1.5046586,9.87245,3.3978379,5.189986,6.395491,2.6307366,5.7625623
15C_15C,C,-729.9106,-7.52655,24.408112,10.401891,3.7446897,16.975729,2.1153045,13.462297,4.066263,5.092069,6.9453588,3.0955365,7.559673
15C_15C,C,-729.2096,-6.725856,25.182539,9.936756,3.4078279,16.659124,0.5680231,12.062928,5.3433228,6.2061343,7.308643,3.4491987,7.9453683
15C_15C,C,-734.16815,-3.5164814,25.348455,10.6228075,4.809287,18.231565,3.3776064,12.760906,4.7386055,5.4332776,7.395499,3.5342777,6.2243495
15C_15C,C,-728.4411,-6.8616357,26.367691,10.845549,3.2040515,16.827705,1.7873671,12.92916,5.093338,6.243951,7.6763897,3.2629917,6.6312885
15C_15C,C,-728.52673,-6.843635,25.124603,10.817335,3.2542727,15.985919,1.4970527,13.025208,5.033832,5.8999486,7.0406137,2.6311674,7.075668
15C_15C,C,-728.4056,-7.5373716,25.62317,10.030667,2.6829748,17.049295,1.8004146,12.658601,4.239608,6.1541457,7.2078624,3.3721197,7.8385787
15C_15C,C,-728.51935,-7.023554,26.126732,10.406201,3.7527072,17.05648,1.4899021,12.796119,4.3907666,5.8179755,5.996013,1.6320779,5.788579
15C_15C,A,-666.4363,33.906418,23.804129,23.524054,8.066557,15.146955,14.725582,11.65248,-0.26843742,14.235513,3.720609,0.5010844,19.34339
15C_15C,A,-672.3398,28.637959,27.274414,30.304766,10.208971,11.83919,10.134731,8.4783745,1.1789457,18.688133,7.142397,1.5398821,17.036182
15C_15C,A,-709.51196,-6.8940444,13.955504,18.684895,-1.8213149,7.044893,8.262909,5.8284335,-3.734018,12.424499,1.9204085,-2.9109166,13.084791
15C_15C,A,-710.28125,-7.888053,14.987771,19.6527,-2.406598,6.207809,7.774139,5.0748205,-3.212453,13.482394,1.8636538,-3.697,13.118132
15C_15C,A,-710.469,-7.9690566,14.766857,19.438654,-2.290078,6.9256425,9.127519,6.358456,-3.7905526,11.870708,0.8658866,-4.245896,12.611841
15C_15C,A,-651.571,44.646862,21.693441,19.4548,6.2514157,10.736073,8.445646,8.849036,-0.8431018,13.611816,2.6668043,-2.3590643,12.569827
15C_15C,A,-709.90375,-6.6027837,14.993423,19.112766,-1.3173363,8.579855,10.64864,7.301119,-2.683949,13.496538,1.526447,-3.888156,12.901194
15C_15C,A,-676.49927,21.439665,20.708942,28.009056,10.310865,13.47378,13.513141,11.722138,1.498401,17.664297,5.7225175,0.19009681,16.434834
15C_15C,A,-676.0004,25.796486,26.075949,28.657143,9.60729,12.76742,12.477238,11.059111,1.7444434,17.483694,7.093152,2.2628572,18.360764
15C_15C,A,-710.52527,-8.059354,14.748996,19.002846,-3.6891675,4.664073,6.5427065,4.598296,-3.737308,12.397078,1.8998951,-2.6920812,14.099124
15C_15C,A,-710.8939,-4.9199796,17.34962,18.913044,-1.9982985,7.3536158,6.387578,5.285353,-2.8465822,11.62863,1.1991779,-3.5260098,12.015286
15C_15C,A,-711.6454,-6.315586,16.394554,18.647463,-1.6697863,8.840361,9.235015,6.912454,-3.0895402,10.210802,1.1500748,-3.1124027,11.273183
15C_15C,A,-676.4239,27.18616,27.050018,27.29381,11.650776,15.173634,11.3384,11.6778145,1.8300898,14.931601,5.2216396,0.34661588,14.555776
15C_15C,A,-688.155,15.526419,23.063934,27.147009,12.516902,17.581087,14.443345,13.359609,3.5045214,17.011292,7.986402,2.658179,17.014688
15C_15C,A,-710.94214,-6.4827204,15.678341,17.727068,-1.6038419,8.137036,8.019839,6.1436267,-2.0758219,11.413452,1.522564,-3.4087586,10.952325
15C_15C,A,-663.3557,35.223118,22.90026,18.317621,1.8379908,10.829818,10.660259,9.523775,-0.3121754,13.831655,2.4654207,-3.7919555,11.979608
15C_15C,A,-712.3567,-7.509701,15.443686,16.931879,-2.0008457,8.049815,8.165359,7.4325294,-2.1808062,11.6335945,1.6820602,-2.8814964,11.805448
15C_15C,A,-682.425,21.013287,24.001587,26.161236,12.6480665,18.35662,14.825715,14.03335,2.8776066,15.040417,5.7299585,1.2400373,16.99645
15C_15C,A,-655.45074,44.32171,21.147295,16.20113,5.6967344,11.201588,9.244602,10.545798,-0.7189876,12.267599,6.519319,2.2900968,15.843793
15C_15C,A,-712.2581,-8.141784,15.744082,17.32763,-2.5546465,7.217651,7.461255,5.64347,-2.691528,13.708155,2.576689,-3.1772494,11.209709
15C_15C,A,-677.4365,21.516075,20.612478,26.819277,11.829178,15.978787,14.396376,12.346652,1.7795615,16.891582,7.5173645,3.1901166,18.06673
15C_15C,A,-668.8216,30.890594,21.767208,22.966188,9.421822,14.763472,12.956209,11.499196,1.436475,17.157766,6.259389,0.4667611,17.180529
15C_15C,A,-710.87524,-6.5534115,15.878426,17.249014,-3.4743364,6.536057,7.2549953,6.132811,-2.784213,10.916408,1.4272391,-2.975247,12.185575
15C_15C,A,-720.9306,-2.3624556,22.072006,6.967114,0.0011336899,12.987769,-1.3922735,8.514469,1.9652689,3.6756396,5.334402,2.068728,4.231087
15C_15C,B,-726.5748,-7.9692836,22.960155,7.65208,1.5435431,16.335026,1.9234173,12.749985,3.579349,5.2620425,7.8945837,3.0960548,6.1179724
15C_15C,B,-727.0799,-7.691977,23.696175,8.684561,2.287354,15.359223,0.12709327,11.120967,3.5214648,6.046212,7.7976937,3.504432,7.1312494
15C_15C,B,-723.4781,-3.1308236,26.962912,10.664095,3.5720959,16.060585,0.9234094,9.973701,3.3318212,6.1026254,6.7969704,3.2692907,6.180808
15C_15C,B,-722.5459,-2.172409,26.314516,10.523274,3.031559,15.17564,0.45306838,11.016069,4.492012,6.155752,7.8222113,3.7068067,5.8705964
15C_15C,C,-737.3278,-1.3028954,24.067364,9.898636,5.595644,15.825003,2.697177,11.358243,4.5758796,5.360293,6.5223475,4.5315275,6.3180017
15C_15C,C,-730.65607,-11.09863,22.757032,7.7871723,1.0847044,14.447974,-0.78020096,10.141619,2.4677346,4.578323,5.267637,0.2302025,4.642065
15C_15C,C,-731.4518,-12.337827,21.596315,6.9247622,0.93965733,15.421253,0.20923537,11.086718,1.9698048,3.306753,5.3877306,1.5033245,5.3589683
15C_15C,C,-732.18445,-12.780328,21.719217,7.547284,0.17212762,13.881675,-1.5535254,9.339189,2.0162547,4.486259,6.8312716,2.2036932,6.590531
15C_15C,C,-732.15906,-13.101681,21.724998,7.5188055,0.562884,14.663746,-0.54312867,10.45219,1.9570119,4.8717318,7.3129554,2.6824343,5.644786
15C_15C,C,-732.7209,-5.1949673,25.652142,9.876954,4.081984,16.481953,1.6320043,11.839542,3.5007825,6.0512857,8.700685,4.3708696,6.96633
15C_15C,C,-730.9301,-12.167398,22.977877,7.447198,0.58384037,14.179293,-1.3965675,9.485729,1.6686078,4.7107234,6.3906164,1.7820799,4.639712
15C_15C,C,-731.3125,-12.642785,21.213646,6.9826374,0.4111169,15.404644,0.25229618,11.015107,1.4299815,3.0348322,5.826005,1.93927,5.7723823
15C_15C,C,-732.06555,-7.4555974,24.967752,10.593226,4.8346176,17.941929,2.24963,11.646283,3.6214986,5.7879868,7.859119,3.9186132,6.716621
15C_15C,C,-731.65466,-12.917911,21.39097,6.5826735,0.13367298,13.710562,-1.3502679,10.457856,2.619531,4.661071,6.568192,1.704487,5.562303
15C_15C,C,-729.8548,-11.6246,22.847467,8.049812,1.000487,14.54424,-1.4861772,10.034962,3.0583584,5.3041153,6.682897,1.7848184,5.0705934
15C_15C,C,-730.67554,-12.293838,22.050884,7.158164,-0.03143557,13.133965,-1.8915123,9.462197,1.7136912,4.1854906,5.3532643,1.1551927,6.0929565
15C_15C,C,-732.4341,-12.500381,21.76585,7.6840672,1.1672829,14.377829,-0.500517,10.644251,2.5468898,4.4309115,5.5994544,1.4143891,5.5746202
15C_15C,C,-730.4986,-11.335177,22.251596,6.402175,0.2006974,13.787709,-2.660782,8.493902,1.5710201,4.1551266,5.901945,1.986506,5.5357184
15C_15C,C,-731.37067,-12.456249,21.559942,7.1473765,0.6858961,14.308682,-0.39342275,11.503483,3.4764512,4.367882,6.257233,2.8297625,5.938898
15C_15C,C,-725.94946,-3.9763227,26.318422,10.440585,3.950583,15.34241,1.5574223,10.980283,4.9119067,7.370392,7.5037084,4.3199344,6.0104637
15C_15C,C,-728.05695,-7.945769,23.248146,8.898361,1.9843776,13.846567,-0.5722133,8.712605,1.226586,3.7407625,5.737483,1.9448296,4.8377934
15C_15C,C,-727.0009,-6.3726935,23.644423,9.176189,2.0777438,13.931184,-1.3073999,9.073538,2.496177,4.295794,6.174861,2.4652393,5.6026635
15C_15C,C,-728.3192,-7.985634,23.94537,7.724249,0.49664697,13.57294,-2.2953773,7.2040777,0.76814264,3.7173562,5.7199144,1.6291136,4.583803
15C_15C,C,-727.1687,-7.202881,23.648466,8.49119,1.0668827,12.811358,-0.34836376,9.633502,2.0436668,2.9515927,3.9481351,0.6969968,4.588575
