label,noise_type,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13
15C_3N,A,-646.7936,23.671173,48.50702,14.317947,29.863697,19.15548,12.015596,3.9616978,-4.335369,-2.4893553,5.001681,12.675227,1.4193891
15C_3N,A,-644.5932,27.151022,51.47151,14.804175,27.595293,14.223558,6.5590334,-0.2164062,-7.275085,-4.524444,5.32267,15.078318,6.108332
15C_3N,A,-639.4989,31.895733,54.33404,15.962078,27.276394,12.382612,3.7046115,-3.5058124,-9.333167,-4.8926563,4.169107,13.710136,4.4621234
15C_3N,A,-641.69037,29.126194,51.35943,14.44751,28.307852,14.896396,6.3756323,-1.547116,-9.449236,-6.303185,2.1782143,12.339909,4.012924
15C_3N,A,-646.7227,23.395725,47.310017,12.037723,26.580889,15.022848,7.799545,0.20546004,-6.764003,-4.937151,2.3153672,10.899405,1.6126367
15C_3N,A,-643.71783,26.992506,49.35211,10.964579,23.646635,12.578352,6.598333,0.54486626,-5.736881,-3.2593095,4.1614394,12.954278,3.8162677
15C_3N,A,-641.6876,28.22204,48.88822,9.549071,23.159653,11.882065,6.7460513,1.7840577,-5.349117,-4.1171556,2.8560784,11.158362,0.73510695
15C_3N,A,-648.76086,21.149075,47.05087,12.31017,27.695026,16.353369,9.582641,2.694268,-3.8276513,-2.0675282,6.409356,14.010045,2.7457957
15C_3N,A,-631.07446,41.282303,55.520805,11.44333,22.048134,13.056416,10.03335,5.4624434,-2.3201036,-2.0966284,3.531093,9.656206,-0.7981386
15C_3N,A,-633.03815,37.97521,52.54231,9.109679,20.852533,12.903614,11.949962,7.671853,0.2993563,0.77481014,5.954502,12.622448,1.6340349
15C_3N,A,-645.26215,23.856594,46.337032,8.856357,22.989061,13.7628145,10.962581,6.2726874,-0.9078375,-0.39284024,5.3079534,12.382589,1.3786806
15C_3N,A,-639.3236,32.158688,52.38049,13.417904,26.768118,17.356659,13.800428,7.053906,-0.7142304,-0.9870891,6.3599153,13.564421,2.0365267
15C_3N,A,-654.5523,11.828932,38.53713,7.5566134,26.666237,17.893208,13.132299,6.1260543,-0.35396197,0.082792304,4.261581,9.403815,-1.7482206
15C_3N,A,-647.8273,21.515718,46.170708,11.353871,25.576378,15.4410305,9.574425,2.8400567,-4.2407985,-3.1453564,4.399514,11.014211,0.6671828
15C_3N,A,-644.59686,26.421423,51.027805,14.211512,28.339025,16.965994,8.752058,0.92692095,-5.562069,-4.204756,3.8366914,12.577153,2.639528
15C_3N,A,-640.40405,31.814562,53.9572,15.773642,28.23464,15.07744,6.856248,-0.9699234,-7.4229293,-4.123219,3.453468,12.173336,3.3479495
15C_3N,A,-642.47314,28.105347,51.049126,13.223844,26.801935,14.854809,6.6792293,-0.04860613,-6.3251667,-3.3417046,5.4999046,13.290878,2.9117255
15C_3N,A,-647.627,22.453377,48.276558,13.570962,28.123981,16.230806,9.347262,0.9290403,-6.590838,-4.287405,3.6454098,12.57964,1.8214463
15C_3N,A,-645.87427,24.645802,49.046215,12.710406,26.21365,14.024336,8.262839,3.1525633,-3.0355718,-1.4652522,4.5678673,11.226874,0.85793155
15C_3N,A,-650.611,18.07411,44.574,11.002632,27.448406,16.758108,9.744394,1.967055,-5.0306044,-3.4366822,4.1744447,13.505536,3.0891697
15C_3N,A,-648.11444,22.144806,49.45229,14.57897,29.015512,18.663599,12.075134,2.4600604,-5.0809727,-2.6669624,6.442342,14.656372,3.4442751
15C_3N,A,-649.2973,20.909782,45.32528,9.901029,25.008244,13.539891,5.771256,-1.3119797,-7.670696,-5.4927154,3.8809934,15.353201,5.658044
15C_3N,A,-638.05164,32.695255,52.46579,13.125831,27.439423,17.071903,11.7243805,4.8556747,-3.024981,-1.5139178,6.8388667,14.2139435,2.3465157
15C_3N,A,-636.8131,34.23043,52.75083,12.486346,25.314634,14.741842,8.513351,1.7435582,-5.661837,-3.569271,5.005319,12.452985,-0.31398332
15C_3N,A,-635.129,36.35116,54.301014,12.776598,25.075949,13.241053,5.9359107,-1.8634244,-8.566655,-4.7409053,4.3985896,12.175988,0.2828725
15C_3N,A,-643.94836,25.724709,47.128803,8.586301,23.28729,15.421308,10.312436,2.2390766,-5.8709664,-5.003177,3.3958724,11.064302,-0.011406848
15C_3N,A,-634.68274,36.524998,50.474873,5.2560825,17.125256,9.189101,7.7259336,5.33554,-0.75881666,-1.3479527,4.0453124,10.184369,-2.0576668
15C_3N,A,-639.3472,30.834776,48.86284,8.423973,23.032206,15.325819,11.0347,4.744301,-2.9339654,-1.8981822,4.0466413,10.423565,-1.7477167
15C_3N,A,-637.51324,31.198227,47.811653,7.152208,21.82212,13.812115,11.225346,4.9990506,-1.6508968,0.14645529,7.1233034,13.529936,1.5409034
15C_3N,A,-642.4141,26.726604,46.671703,8.008005,23.051226,15.917721,13.220505,6.558919,-0.673495,0.45175105,6.4363675,12.796215,1.986198
15C_3N,A,-656.7162,9.84109,38.255,7.567958,26.03782,17.140476,12.9804945,6.504527,-1.3669466,-1.4399571,4.157221,10.065703,-1.3360218
15C_3N,A,-649.97534,19.986057,45.98969,12.026694,26.07352,15.505661,10.288219,3.7620919,-2.7323942,-1.9987004,4.0753117,11.480493,1.0864378
15C_3N,A,-643.7136,27.228838,50.42987,12.903962,25.425903,12.724531,5.479361,-1.5265087,-7.558821,-4.0318084,6.1325994,15.072452,4.722167
15C_3N,A,-642.3848,29.195808,52.861397,14.132856,27.114073,13.615449,5.454502,-2.028906,-8.319335,-5.1846523,4.903279,14.409941,4.507754
15C_3N,A,-646.7165,24.226084,47.92346,11.459073,24.733282,13.3726635,7.1975527,-0.1014884,-6.8056746,-4.194525,4.8198133,13.869414,4.0161414
15C_3N,A,-637.55365,34.237873,53.257305,12.884126,24.315853,12.747789,7.09217,1.431774,-5.336873,-3.8746912,3.876428,11.8134165,1.391209
15C_3N,A,-648.3214,21.06039,45.598175,9.265217,23.338776,11.809312,5.932499,1.1319299,-5.451849,-3.2284484,5.3525453,13.61889,2.6171653
15C_3N,A,-646.78143,23.62057,47.43691,10.654914,23.947788,12.257483,4.7638693,-1.893967,-7.827924,-3.9507036,4.669462,14.074543,4.9411006
15C_3N,A,-637.0224,33.350086,52.724983,12.697394,24.679592,15.2041235,9.609832,4.773893,-1.6723441,-0.057862,6.9370313,13.849487,3.2519855
15C_3N,A,-639.88165,31.12962,51.643955,10.90736,22.985811,12.5629835,9.722697,4.4201684,-2.795998,-1.991951,4.555704,12.377326,2.2305171
15C_3N,A,-638.06,31.97208,50.068485,10.355869,24.21753,14.650261,10.449289,4.9559317,-1.7382916,-0.9129123,4.6984806,11.989517,0.48468003
15C_3N,A,-656.8789,9.259155,36.276653,5.8189073,23.777918,15.457407,10.510457,3.788215,-3.2999256,-1.536546,5.533914,12.111873,0.9785664
15C_3N,A,-649.93933,18.016735,44.5782,11.015748,26.652044,16.195587,11.019485,4.29389,-3.9697425,-2.4086587,4.9880996,11.234333,-0.15638992
15C_3N,A,-643.5097,26.609268,49.157803,11.40764,23.956825,12.222934,5.923378,-1.0717276,-7.7473416,-4.312594,4.6143,13.806461,4.071052
15C_3N,A,-647.4269,23.45736,48.702736,13.053687,26.923655,15.273402,7.679505,-1.3337606,-8.589837,-5.188136,5.4137793,16.164911,5.9211726
15C_3N,A,-648.8209,20.719378,44.539394,9.930376,24.788681,13.80527,7.480863,0.42927986,-6.060813,-4.1018915,3.6931734,12.402592,2.817886
15C_3N,A,-650.2851,19.56548,45.616264,11.109227,26.89459,16.039696,9.387876,1.8967083,-5.2125688,-4.1271853,3.708912,12.212277,-0.0394976
15C_3N,A,-641.50977,29.907393,50.88219,10.441748,24.50331,15.130587,10.201771,4.4585395,-3.155068,-3.7846215,2.198465,9.562181,-0.1581209
15C_3N,A,-641.6213,29.618532,50.401756,9.6822605,23.002548,13.167939,10.077444,6.0285916,-1.4896742,-2.955322,1.5358851,8.344577,-1.5211828
15C_3N,A,-647.78125,22.409132,47.066868,10.693974,24.432116,13.258471,6.1957097,-1.159574,-7.9207687,-4.800263,5.0801234,15.890991,6.7218823
15C_3N,A,-645.6887,25.397871,49.69938,10.496394,22.994406,11.382192,4.8219314,-1.9011552,-6.740633,-3.1306334,3.8515573,12.532833,3.5827339
15C_3N,A,-639.18756,39.012157,71.373314,31.334587,31.233242,6.4158506,-0.75157696,1.5104643,0.17475575,-2.6410341,-4.2769313,2.724299,0.2783825
15C_3N,A,-640.2213,37.928185,69.79436,32.040234,32.324684,7.5585585,1.4304926,3.7107697,2.0059803,-0.9986854,-2.2327564,4.9123235,1.560487
15C_3N,A,-641.4617,35.268158,68.34891,30.258457,30.639845,7.7261567,2.028589,4.68848,4.3169703,1.947307,1.449353,8.442738,5.66673
15C_3N,A,-642.39514,35.194916,68.49333,29.23365,28.621143,5.3326535,-0.23855428,4.281686,4.1768966,1.4347757,1.2692882,9.562847,7.3227963
15C_3N,A,-642.1277,35.850365,69.00577,29.877407,28.90625,3.7819536,-1.9274966,2.25012,1.3396498,-0.26590216,0.17345017,10.011436,8.90313
15C_3N,A,-615.3894,63.644516,75.16044,15.939223,8.2136545,-13.019865,-10.623595,-0.110614434,2.2486732,0.9725147,0.49831134,5.349612,-2.5439527
15C_3N,A,-678.27747,-15.242291,27.249395,0.34889734,9.6795225,1.3628302,3.618138,3.3466384,1.9000994,3.702501,1.6997186,2.7066815,0.35835135
15C_3N,A,-643.6843,30.043955,58.511448,19.459826,20.347115,-2.0955703,-7.8141026,-4.763591,-4.555712,-4.1684804,-1.0337794,9.947004,9.758654
15C_3N,A,-650.53784,23.578117,58.730297,26.138311,28.845633,7.53619,1.9894575,4.7109065,3.5326142,0.30805546,-1.1217128,5.4899807,1.8687509
15C_3N,A,-646.2071,29.275629,62.687313,26.60185,29.023653,6.769021,1.0693856,3.926912,1.6311197,-2.4472964,-2.6347175,5.627897,3.406576
15C_3N,A,-644.9675,29.029242,59.882225,22.85837,24.452278,3.7138283,1.0385684,5.0651116,2.9449282,-0.6245896,-0.4963795,6.822445,4.14476
15C_3N,A,-655.3541,19.104681,58.339584,26.134521,30.33751,8.859228,3.8384004,6.1260214,4.219174,-0.6131665,-1.3244536,5.8283725,2.5651422
15C_3N,A,-644.0769,32.606907,65.85318,28.825382,29.944931,7.009762,0.3537179,3.2760806,1.4784598,-1.7023733,-1.9660704,6.160246,3.040525
15C_3N,A,-644.8851,30.837587,63.770847,28.104156,30.866758,8.4315,1.9693683,4.194719,1.9545714,-2.559733,-2.7601497,5.178145,2.480687
15C_3N,A,-646.5542,29.749743,62.968338,26.589924,28.615335,6.863232,0.7030405,2.0262117,-0.3072866,-4.500407,-4.3051677,4.618916,2.9397151
15C_3N,A,-645.1856,31.207636,64.163,26.789515,27.719618,5.4916506,0.92695165,3.8433828,2.3743455,-0.32540694,-0.75745577,6.4899683,2.9177823
15C_3N,A,-639.7714,36.791607,66.8517,26.798332,26.393663,3.327558,-1.5576967,2.8072233,1.6645646,-0.8434251,-1.8133167,5.014158,1.5084884
15C_3N,A,-637.51086,40.766167,69.573105,27.776505,26.025549,1.8583696,-4.0831633,0.33689976,1.2374139,-1.2387834,-2.150681,5.358836,3.543476
15C_3N,A,-643.22205,33.04277,65.34495,29.286083,30.168818,6.624846,0.07813118,2.4348717,0.822942,-1.5323939,-1.6782218,5.2914786,2.8841026
15C_3N,A,-637.07104,40.40716,69.135,29.044752,27.229239,2.6960785,-2.891039,0.56931937,-0.18136817,-2.402043,-1.427103,6.6000814,3.624777
15C_3N,B,-662.7681,1.5494473,25.30756,0.822964,24.08379,12.572256,13.658599,4.1576777,-1.0885628,-1.1915168,6.764368,14.186096,2.2623277
15C_3N,B,-657.6532,11.459327,35.382477,7.2276797,29.770803,16.694761,14.5891285,5.137054,-0.51501644,-1.6655179,6.0355263,13.8192,1.5541531
15C_3N,B,-651.2339,20.465664,43.155235,12.825999,31.963982,16.870104,14.466137,5.4282136,-0.32469955,-1.9946312,5.313082,13.429705,0.7048546
15C_3N,B,-634.58246,39.39932,52.087082,10.496834,23.657436,9.266794,9.962944,1.3521305,-4.407233,-6.355018,0.65005356,7.7731085,-3.794246
15C_3N,B,-646.9674,21.032858,42.236702,2.718121,17.260382,9.884986,8.304279,4.7552514,-0.673959,-1.3736923,3.2089746,10.215245,-0.019183869
15C_3N,B,-653.11743,13.591104,36.498222,2.0783358,19.98547,15.042441,14.126673,9.92274,2.4030013,1.4412532,5.871351,11.325807,-0.675009
15C_3N,B,-645.7648,21.048964,40.995285,4.6027236,20.944822,14.642277,13.80841,9.830783,2.7463076,1.7180206,5.843606,11.516591,0.11759668
15C_3N,B,-646.73157,22.664377,44.352337,6.733092,22.166803,15.259923,13.256898,8.897303,0.44639352,-0.08060309,3.6191971,8.445051,-3.4727445
15C_3N,B,-675.99927,-4.6753173,40.8116,9.050286,17.457903,8.319164,8.233333,6.4115205,3.3982463,4.104192,0.67765355,1.1433218,-1.2749485
15C_3N,B,-634.8217,37.299393,52.983925,8.384124,17.673626,7.574145,5.282378,2.6404047,-3.2506711,-2.5705736,2.85529,8.128045,-3.6351905
15C_3N,B,-649.64044,18.428892,39.898827,2.2579772,18.778984,12.851492,11.1866455,6.9104733,0.011760988,-0.14744668,4.860651,12.709677,1.1348859
15C_3N,B,-649.95776,16.468317,39.482094,4.0523973,20.6451,13.846864,11.347627,6.7003574,0.07945215,0.051979907,5.9696836,13.033827,1.861828
15C_3N,B,-651.93286,14.91543,37.357018,1.8303632,19.383648,13.011212,11.3547735,7.3792815,-0.6008934,-1.2642539,4.4425592,11.066432,0.30720147
15C_3N,B,-648.60376,17.867996,38.61004,1.6138282,17.016785,9.742017,8.616876,5.986976,-0.67155325,-1.0552803,3.9965684,10.143001,-0.7101225
15C_3N,B,-653.967,18.995749,54.31584,19.900946,22.520294,0.38075265,-4.608572,-0.59403896,0.11263109,-1.1168473,-1.4343743,6.425724,4.7204347
15C_3N,B,-660.0211,11.06637,46.16838,13.405738,18.49266,-0.86308825,-4.410343,0.22996323,-0.46277553,-2.716176,-1.9500247,7.3107557,5.2333245
15C_3N,B,-656.9738,15.225271,48.2768,11.906926,14.3169565,-5.976736,-9.177998,-3.6589985,-3.0925634,-4.6880035,-1.9999014,8.565335,8.923114
15C_3N,B,-655.27344,16.490574,49.187416,11.967482,15.170299,-3.9900038,-8.1677475,-4.7062097,-3.895653,-4.4342203,-2.741535,7.5717025,7.553384
15C_3N,B,-660.3479,11.495003,48.559704,17.420717,23.163788,2.539809,-1.4419038,2.200965,0.90157115,-0.8695312,-0.83523273,6.9497046,5.1064305
15C_3N,B,-652.7757,19.789959,54.224136,20.296907,23.516743,2.3981416,-2.0707064,2.523088,2.0310137,-1.2793825,-2.2316153,6.5756025,5.449842
15C_3N,B,-660.273,10.584061,48.395504,16.528301,21.46454,1.7993734,-2.7299619,1.0544877,0.12742662,-2.2411208,-0.7033799,8.639879,6.688768
15C_3N,B,-660.1485,10.304908,45.592846,11.516466,16.210138,-2.8596487,-6.0095534,-1.6019601,-1.9262058,-3.4621127,-1.7320968,9.804322,9.040164
15C_3N,B,-662.28406,9.159321,49.03928,19.581781,25.574535,5.039325,1.1946906,4.581505,4.0993547,0.5374388,0.1558923,7.050697,3.074971
15C_3N,B,-655.4442,17.09907,52.494682,18.480318,21.835737,1.204832,-1.9683385,2.8882716,2.880286,0.17415631,-0.020082666,7.0965905,4.1025968
15C_3N,B,-655.3897,17.358364,52.417797,18.383736,21.856997,1.0218375,-2.6590745,1.7492843,1.4931179,-1.3074052,-0.26924875,8.416839,6.3182106
15C_3N,B,-661.3805,10.193915,48.98954,18.68773,25.213934,6.3858995,1.7657248,5.0317698,3.6134365,0.3699083,-0.4872504,6.3935266,3.8135653
15C_3N,B,-686.9117,-19.193874,28.381935,-0.12980911,10.235078,1.0891083,2.9390693,2.635768,-0.31457636,1.6433356,1.5542588,3.5162132,2.1454124
15C_3N,B,-652.9786,21.207533,58.588757,26.431334,30.866156,9.486279,3.7265608,5.963637,3.8157876,-0.3302693,-1.8527042,5.719601,2.3675668
15C_3N,B,-678.17126,-7.3933854,40.56378,10.713514,20.079918,10.504784,9.81661,7.620721,4.2522435,3.5819337,0.0982694,0.9276787,-1.713066
15C_3N,B,-661.7899,14.08921,56.121765,20.753582,24.909422,10.404497,8.329847,4.997442,1.41579,1.454681,-1.085414,0.674759,-1.8849533
15C_3N,B,-662.0136,14.081938,56.0216,20.847242,24.6187,11.232638,8.730274,5.139168,1.4082273,1.4198365,-1.5171465,-0.05126438,-2.235684
15C_3N,B,-662.8412,14.167569,56.971252,20.200426,22.901772,9.4595995,6.58621,3.3321993,1.1248386,2.9567635,-0.25243014,2.0051155,0.56566334
15C_3N,B,-663.00275,13.96033,56.785934,20.027899,22.531715,7.363215,4.7029066,1.5290155,-0.72656673,0.6968774,-0.62132466,1.5537813,0.0031544047
15C_3N,B,-659.38904,17.288982,60.00131,23.258038,25.081825,8.5343485,4.490618,1.43675,-0.95608926,0.528595,-1.3832338,-0.007657046,-1.4084963
15C_3N,B,-654.40906,19.327394,54.282566,19.246298,20.246794,-2.3487616,-6.902439,-2.1305625,-1.2640178,-2.671382,-2.419306,6.4577174,5.123942
15C_3N,B,-650.1577,24.977627,58.96239,23.222544,25.486652,2.8448112,-2.2518198,1.5452428,1.4340842,-1.2278602,-1.2536474,7.611007,4.7060866
15C_3N,B,-643.3859,33.376175,63.68028,22.646648,20.713285,-0.85389155,-3.7684984,1.4611752,1.2730097,-2.0751507,-2.6920478,5.349742,3.8591073
15C_3N,B,-646.9986,28.072079,60.65012,24.215261,24.777328,1.1320851,-4.059499,0.6874975,1.3831257,-2.1154976,-2.3976295,5.448653,2.9397297
15C_3N,B,-652.73376,22.461737,58.496677,23.858168,27.472038,4.70835,-0.8468379,2.358046,1.3874441,-2.4826276,-1.8371428,6.9852695,5.3912544
15C_3N,B,-663.2742,12.226835,55.106045,19.99132,23.43604,11.089187,10.117463,6.95713,3.4504335,3.2404678,-0.08158875,0.7021275,-3.470447
15C_3N,B,-652.50073,22.21397,58.641735,25.505093,29.692123,9.299155,3.7394085,5.576158,2.9761534,-0.6894017,-2.333966,4.3639603,1.6481475
15C_3N,B,-664.929,10.763045,54.220715,18.681004,22.470438,10.082168,9.845692,7.4922037,3.891738,4.1394386,0.7434384,1.1312946,-1.49728
15C_3N,B,-664.71246,10.573689,54.151337,19.482233,23.400505,10.774672,9.4775,6.6618404,4.253335,4.9364033,0.97334445,1.221307,-2.1281533
15C_3N,B,-668.1449,3.811513,45.515965,15.347316,23.583818,9.1223955,7.0970693,6.3653975,4.0206904,2.9195895,0.12139076,3.668773,1.2397064
15C_3N,B,-655.4727,17.139215,55.01986,24.186543,29.234865,8.615632,3.9704769,6.124666,2.2802298,-2.4840257,-3.2235978,3.4112997,-0.45943767
15C_3N,B,-655.33435,17.817932,55.332176,25.225931,30.437025,8.864099,2.9023275,4.7175727,1.8950479,-2.7188299,-3.8126824,3.9151692,-0.17122656
15C_3N,B,-654.8561,16.947971,53.711765,23.097025,28.79033,7.801452,2.0418043,4.775886,2.0962663,-3.3087213,-5.0772934,1.8916465,-0.59280986
15C_3N,B,-655.2157,17.442589,54.13254,23.052622,28.515825,7.139779,2.3552473,5.47581,3.4799662,-1.1982715,-2.5606031,4.904653,1.0813019
15C_3N,B,-654.97375,18.51756,55.967037,24.609735,29.252798,8.021768,3.0611932,5.7261195,3.5035868,-0.9269845,-2.5837593,5.0645947,1.8818924
15C_3N,B,-655.2968,18.384804,56.262993,25.772198,30.121115,8.975642,3.5007963,5.4771743,2.1796186,-2.6459846,-4.0686812,2.6797295,-1.1631395
15C_3N,B,-654.82544,17.980722,54.56339,23.314545,28.8449,7.9112654,3.237942,5.7738276,3.425881,-1.3427881,-3.548718,3.1221528,-0.14241436
15C_3N,B,-640.98096,35.113255,63.581257,23.014477,21.879225,-1.4768187,-6.8555193,-2.921537,-3.1025505,-3.8549013,-1.0441554,8.320432,6.50504
15C_3N,B,-638.4417,38.434925,65.43923,22.078396,19.533445,-4.009837,-7.6013727,-2.7216475,-2.5234783,-4.016173,-3.4271662,7.204906,6.8729353
15C_3N,B,-646.2834,29.56176,61.9407,25.731554,26.974327,4.077868,-0.07283982,4.6102104,3.263704,-0.35954958,-2.4305344,4.8595934,1.6780759
15C_3N,B,-688.04047,-16.516397,32.890686,2.1068442,11.175335,2.619336,4.153712,4.135523,1.8117852,2.8989592,0.12958534,1.9627744,0.5664541
15C_3N,B,-646.3389,28.911018,62.506092,25.77512,26.555885,3.4359264,-1.7944477,1.0177634,0.50324804,-0.8644186,-0.7974783,6.9526997,4.5277715
15C_3N,B,-684.8673,-17.124743,30.194862,0.97472405,10.93023,2.534567,3.792757,2.125322,0.5443069,2.2389424,0.48774794,2.6279707,0.81337357
15C_3N,B,-650.1649,25.026087,60.105724,24.572186,27.653185,6.0474043,0.60709053,2.8769665,1.0108556,-2.0176797,-2.5012054,5.569754,3.7593713
15C_3N,B,-649.7551,24.11651,58.313507,22.566229,25.704454,4.288292,0.43837747,3.9970329,2.086425,-1.6782342,-2.0133228,6.620721,3.561004
15C_3N,B,-647.7955,27.299976,60.31395,22.587065,22.923397,-0.11081157,-5.646052,-2.8249538,-3.2405255,-4.5455933,-3.2660866,6.090016,6.466537
15C_3N,B,-685.8933,-18.405296,29.32496,0.54939485,10.368787,2.8006508,3.838709,4.331969,2.5158262,2.8145015,0.08371974,1.4567425,-0.6038677
15C_3N,B,-643.2088,31.749262,60.551586,20.692566,19.511038,-3.600122,-7.6002245,-3.558294,-3.9620116,-4.969079,-4.1490655,4.9081945,5.161874
15C_3N,B,-654.01654,18.252699,52.696316,18.79396,22.314165,0.4951973,-3.6534529,-1.0752527,-1.7695332,-3.2243857,-2.2511013,6.456918,4.8982897
15C_3N,B,-651.4623,22.864918,57.58562,21.291533,22.62118,-0.6482595,-3.943389,-0.16789037,0.044329587,-1.8275254,-1.675642,5.8694315,4.02579
15C_3N,B,-646.8477,28.344004,59.26322,19.660004,19.690966,-2.7358031,-6.377542,-1.677496,-2.315734,-4.1939173,-2.1452188,7.9410467,6.310793
15C_3N,B,-654.8941,18.629976,54.018967,19.97806,23.04756,2.1874614,-2.3455293,0.51160926,0.23678763,-2.4567852,-2.829872,5.669769,3.3810964
15C_3N,B,-651.4739,22.36812,56.649582,21.152891,24.421942,4.1581388,0.22781578,3.629585,2.509272,-0.7229469,-1.1898886,6.438479,4.5167766
15C_3N,B,-649.9125,25.282255,57.902557,21.23961,21.838068,-0.72041583,-5.714969,-1.565261,-1.2493992,-2.8861542,-1.673546,7.6522355,6.633188
15C_3N,B,-652.99207,21.117197,56.211998,21.977268,25.282463,3.5928144,-2.6203172,-0.06505229,-1.1218593,-3.3203006,-1.8234756,8.008447,7.3825893
15C_3N,B,-659.54877,12.712255,52.312634,22.73866,30.9759,12.682786,8.73718,10.430614,6.4755855,0.48824424,-0.35989282,4.603624,-0.8948254
15C_3N,B,-655.53186,17.57296,53.192783,19.311548,22.497961,1.7600031,-1.6627606,4.1117473,2.918504,-1.8074737,-2.4850643,4.4519386,2.6054282
15C_3N,B,-658.9628,12.13366,47.346252,12.979845,16.472908,-2.6490374,-5.310254,-0.7922128,-0.5877451,-3.3293562,-2.1555445,8.433487,7.947138
15C_3N,B,-650.78534,22.58133,53.655895,15.606753,16.910563,-3.8690286,-8.233102,-3.2399247,-1.9287137,-4.349984,-2.5268745,6.728501,5.05059
15C_3N,B,-655.7254,17.126139,51.527504,16.352903,20.108759,-1.0795809,-6.0767136,-1.555148,-1.5771575,-3.4270818,-1.7961829,8.239251,7.299726
15C_3N,B,-658.8734,13.399714,49.369728,16.001772,20.214418,-0.21903427,-3.8552577,-0.21754102,0.25164488,-1.0214514,-0.98953605,8.294241,5.807028
15C_3N,B,-659.5802,11.995824,47.80528,14.198133,19.613844,-0.6941472,-4.2287574,0.7790107,0.88958085,-2.5428667,-2.4341142,6.322045,5.007886
15C_3N,B,-659.1067,13.9000435,49.39133,16.09979,21.159159,1.2779547,-2.8238723,2.0894103,1.7949866,-1.071823,-0.45749897,8.631642,6.7644253
15C_3N,B,-657.3037,15.698849,52.377968,20.101686,24.319452,2.644366,-1.8367102,2.1170127,1.4254017,-1.7340204,-0.7783483,9.246101,8.106333
15C_3N,B,-656.6726,17.572872,54.04173,19.758602,23.474522,2.7661042,-1.9846188,1.6303886,1.8934528,-0.14456452,0.8273551,9.07155,6.7731705
15C_3N,B,-654.4503,18.74262,53.274467,18.846203,21.692621,0.37861884,-4.586447,-0.20418671,-0.7449928,-2.0616407,-0.0977507,10.039478,8.943908
15C_3N,B,-657.2744,14.969701,50.472828,17.798826,21.932924,1.0450344,-2.7286272,1.040381,0.20445326,-2.3940427,-2.2486534,7.8464003,7.33052
15C_3N,B,-686.9014,-19.216248,27.78816,-0.24458171,11.4826765,3.52885,4.5689664,3.4804213,1.9789143,3.4490404,2.3067284,4.104707,1.4228543
15C_3N,B,-650.9935,22.926277,56.419666,18.558279,19.705456,-1.5576319,-5.648666,-1.0488104,-1.3132759,-3.2873588,-2.2634344,6.762903,5.0313096
15C_3N,B,-652.3227,21.052675,55.132786,19.341616,21.590809,1.3048967,-2.7136912,1.8968228,1.1579411,-3.1179807,-3.7492552,4.982689,2.8797212
15C_3N,B,-649.8926,23.735643,56.26119,18.811476,21.201048,1.8489752,-0.7906121,4.3294744,2.6877003,-1.6467569,-3.6210077,3.0974195,2.035421
15C_3N,B,-655.3227,18.41566,53.37589,17.532354,22.112993,2.2210562,-1.5551454,2.7009478,0.479068,-1.1122609,-0.55045986,8.313126,6.1120205
15C_3N,B,-686.5696,-19.579454,27.136606,-1.1754843,9.580885,1.6941866,4.2129755,3.45222,1.3712145,2.3580308,0.57661855,2.5098374,0.9803832
15C_3N,B,-653.1525,19.864206,53.769615,18.331982,21.54238,-0.92735004,-5.900393,-2.6873682,-2.1982484,-3.210355,-1.758194,7.432586,5.7604837
15C_3N,B,-648.3631,26.424381,59.03995,21.141636,22.37479,0.21978305,-5.014739,-2.8404658,-4.0189013,-5.5110765,-3.3328137,7.084864,6.6241345
15C_3N,B,-653.2217,20.090166,54.81951,19.360771,21.758036,0.49765304,-5.735456,-2.1361828,-2.5724795,-4.907832,-3.366121,6.894032,6.9219704
15C_3N,B,-657.60657,14.69457,49.75589,16.018599,20.030088,-0.7987866,-4.1190677,0.84496874,0.45385408,-2.361435,-3.1025953,5.7635007,5.039336
15C_3N,B,-654.72943,17.362913,49.93839,13.376439,16.091795,-4.9852896,-8.547955,-3.349584,-3.4469335,-5.422066,-4.599026,5.9579973,7.4139566
15C_3N,B,-688.0512,-18.139565,31.635492,1.2273386,11.368045,2.8790693,4.2345166,2.8670926,1.4673601,2.9808173,1.5946704,2.842202,-0.14146438
15C_3N,B,-655.0815,17.44041,51.819164,16.126854,19.238983,-1.3119882,-5.782508,-1.9673983,-2.3179307,-4.302803,-2.280294,7.91827,7.05295
15C_3N,B,-654.9923,16.450203,49.949074,15.779778,21.19138,2.0091336,-0.46615425,3.5514905,2.5714815,-1.8759968,-2.6306078,4.9825993,4.0752254
15C_3N,B,-658.1567,13.2813835,47.4655,13.319799,20.036957,3.8541727,2.9959764,6.9511538,3.9874177,-1.1523241,-2.6701183,4.2912292,1.7849431
15C_3N,B,-661.99994,9.357514,46.836414,15.188734,21.884802,2.9651165,-0.65123314,2.068562,1.2108364,-0.6542481,-0.15988988,9.4763775,7.027932
15C_3N,B,-657.74084,13.472204,48.76283,13.987865,17.522963,-2.527541,-6.5339465,-2.17114,-1.767682,-3.7252262,-3.1555762,6.9998455,5.9516068
